ticker,exchange,fiscal_month
A011700,KRX,12
1640,HKEX,12
A029480,KRX,12
ONMOBILE,NSE,3
A059270,KRX,12
AON,ASX,6
A058850,KRX,12
A464490,KRX,12
641,HKEX,12
A067830,KRX,12
A298540,KRX,12
A055490,KRX,12
A149980,KRX,12
ECH,ASX,6
A303810,KRX,12
A109070,KRX,12
MGEL,NSE,3
A044990,KRX,12
8247,HKEX,12
229,HKEX,12
90,HKEX,12
A136150,KRX,12
A093920,KRX,12
ELIN,NSE,3
VHM,ASX,6
1746,HKEX,12
277,HKEX,3
111,HKEX,12
BUB,ASX,6
HTMEDIA,NSE,3
A086710,KRX,12
BMWVENTLTD,NSE,3
A290720,KRX,12
A005740,KRX,12
A007210,KRX,12
A099750,KRX,3
1348,HKEX,3
CAF,ASX,6
YRL,ASX,6
367,HKEX,3
A014440,KRX,12
A225530,KRX,12
2347,HKEX,3
NNL,ASX,6
A226400,KRX,12
689,HKEX,12
A100130,KRX,12
A330350,KRX,12
8391,HKEX,12
1282,HKEX,12
A036580,KRX,12
A023800,KRX,12
A049950,KRX,12
CEWATER,NSE,3
A131400,KRX,12
40V,SGX,12
2389,HKEX,12
RBZJEWEL,NSE,3
SCHAND,NSE,3
PTX,ASX,6
1037,HKEX,12
789,HKEX,3
A131370,KRX,12
A052860,KRX,12
A408470,KRX,12
HLVLTD,NSE,3
227,HKEX,12
E25,ASX,6
A347890,KRX,12
A024830,KRX,12
A063160,KRX,12
A040420,KRX,12
A036220,KRX,12
RMI,ASX,6
PAR,ASX,6
3688,HKEX,12
MUNJALSHOW,NSE,3
NRL,NSE,3
1556,HKEX,12
A084730,KRX,12
DAVANGERE,NSE,3
A130580,KRX,12
A048530,KRX,12
A100590,KRX,12
2230,HKEX,3
KAMATHOTEL,NSE,3
A388870,KRX,12
A417970,KRX,12
A033340,KRX,12
A141000,KRX,12
6083,HKEX,12
8328,HKEX,12
A007540,KRX,12
A302550,KRX,12
2322,HKEX,3
AT4,ASX,6
M7T,ASX,6
1397,HKEX,12
1631,HKEX,12
TIRUPATIFL,NSE,3
6830,HKEX,12
1097,HKEX,12
6978,HKEX,12
A045970,KRX,12
LM8,ASX,6
A120030,KRX,12
1900,HKEX,12
A163560,KRX,12
REPRO,NSE,3
EQU,ASX,6
A043610,KRX,12
A002600,KRX,12
A014160,KRX,12
AIQ,ASX,12
PTN,ASX,6
A066700,KRX,12
RNT,ASX,6
A412540,KRX,12
AV1,ASX,6
2700,HKEX,12
A006840,KRX,12
A094840,KRX,12
A058630,KRX,12
RKSWAMY,NSE,3
1011,HKEX,12
A053580,KRX,12
1587,HKEX,12
A090470,KRX,12
A066310,KRX,12
235,HKEX,12
GFLLIMITED,NSE,3
A382480,KRX,12
980,HKEX,12
A008260,KRX,12
9982,HKEX,12
AGD,ASX,12
A311320,KRX,12
A189330,KRX,12
A039010,KRX,12
114,HKEX,3
A011370,KRX,12
WPC,SGX,12
KSN,ASX,6
320,HKEX,3
A048550,KRX,12
KRONOX,NSE,3
LGP,ASX,3
1159,HKEX,12
A001470,KRX,12
A443670,KRX,12
2177,HKEX,12
A101330,KRX,12
2258,HKEX,12
A004840,KRX,12
A262260,KRX,12
A067000,KRX,12
ATG,ASX,6
A063170,KRX,12
A290660,KRX,12
PANSARI,NSE,3
A009300,KRX,12
8146,HKEX,12
265,HKEX,12
A054670,KRX,12
A007110,KRX,12
1725,HKEX,12
A117670,KRX,12
2237,HKEX,12
SNM,ASX,12
A307870,KRX,12
6677,HKEX,12
A024880,KRX,12
AAL,ASX,6
1832,HKEX,12
A010280,KRX,12
A066590,KRX,12
244,HKEX,12
A030960,KRX,6
KNAGRI,NSE,3
A052420,KRX,12
FLG,ASX,12
A271830,KRX,12
A002700,KRX,12
A072950,KRX,12
RAD,ASX,6
TNC,ASX,6
A076610,KRX,12
595,SGX,5
ESK,ASX,12
LNQ,ASX,6
IMM,ASX,6
A348350,KRX,12
NILASPACES,NSE,3
DIGISPICE,NSE,3
A058860,KRX,12
A411080,KRX,12
A004890,KRX,12
A007980,KRX,12
82,HKEX,12
COV,ASX,6
994,HKEX,12
822,HKEX,12
MYE,ASX,6
1679,HKEX,12
439,HKEX,12
9955,HKEX,12
A208370,KRX,12
DHUNINV,NSE,3
A033290,KRX,12
1480,HKEX,12
PCG,ASX,6
INSPIRISYS,NSE,3
124,HKEX,12
AFIL,NSE,3
A088390,KRX,12
PVE,ASX,12
1226,HKEX,3
2023,HKEX,12
NBIFIN,NSE,3
CHEMBONDCH,NSE,3
GVKPIL,NSE,3
CYP,ASX,6
A096240,KRX,12
A251120,KRX,12
TAM,ASX,6
BOL,ASX,6
195,HKEX,12
A432470,KRX,12
A475430,KRX,12
DONEAR,NSE,3
722,HKEX,6
MAT,ASX,6
3PL,ASX,6
A1N,ASX,12
SSL,ASX,9
A067570,KRX,12
A005870,KRX,12
A299660,KRX,12
MEC,ASX,6
A006090,KRX,12
A011320,KRX,12
TOE,ASX,6
AVL,ASX,6
42W,SGX,3
464,HKEX,3
A001020,KRX,12
A111380,KRX,12
A000230,KRX,12
BAFNAPH,NSE,3
A234300,KRX,12
A142280,KRX,12
A041930,KRX,12
SHG,ASX,6
608,HKEX,12
A320000,KRX,12
A424960,KRX,12
A042500,KRX,12
A950210,KRX,6
256,HKEX,12
A024740,KRX,12
BBTCL,NSE,3
RTR,ASX,6
SHIVAUM,NSE,3
219,HKEX,12
1623,HKEX,12
A419050,KRX,12
A017480,KRX,12
MME,ASX,6
KTK,ASX,12
3623,HKEX,12
A900260,KRX,12
A101670,KRX,12
A089230,KRX,12
BIO,ASX,6
A124560,KRX,12
6038,HKEX,12
A019540,KRX,12
SARVESHWAR,NSE,3
A476040,KRX,12
2101,HKEX,12
ABCOTS,NSE,3
AMANTA,NSE,3
SMN,ASX,6
96,HKEX,12
A003580,KRX,12
A039340,KRX,12
A413390,KRX,12
A036640,KRX,12
1936,HKEX,12
37,HKEX,3
A321260,KRX,12
A035610,KRX,12
OR3,ASX,6
A060590,KRX,12
876,HKEX,12
2885,HKEX,12
897,HKEX,3
A037760,KRX,12
5WF,SGX,6
A253840,KRX,12
A006890,KRX,12
IBR,ASX,6
A014970,KRX,12
A265560,KRX,12
A007590,KRX,12
A168330,KRX,12
A004590,KRX,12
2693,HKEX,12
2863,HKEX,9
A009180,KRX,12
8611,HKEX,11
VEE,ASX,6
A079810,KRX,12
2178,HKEX,12
A273640,KRX,12
RY,TSX,10
TD,TSX,10
ENB,TSX,12
BMO,TSX,10
CM,TSX,10
BNS,TSX,10
BN,TSX,12
CNQ,TSX,12
CP,TSX,12
SU,TSX,12
CNR,TSX,12
BAM,TSX,12
TRP,TSX,12
ABX,TSX,12
MFC,TSX,12
IMO,TSX,12
L,TSX,1
CVE,TSX,12
ATD,TSX,4
WPM,TSX,12
GWO,TSX,12
CCO,TSX,12
CSU,TSX,12
CLS,TSX,12
FNV,TSX,12
SLF,TSX,12
POW,TSX,12
FFH,TSX,12
TRI,TSX,12
IFC,TSX,12
DOL,TSX,2
NTR,TSX,12
K,TSX,12
TECK.B,TSX,12
PPL,TSX,12
FTS,TSX,12
WN,TSX,12
BEP.UN,TSX,12
H,TSX,12
QSP.UN,TSX,12
FM,TSX,12
LUN,TSX,12
BCE,TSX,12
BBD.B,TSX,12
RCI.B,TSX,12
PAAS,TSX,12
T,TSX,12
MG,TSX,12
TOU,TSX,12
WSP,TSX,12
EMA,TSX,12
AGI,TSX,12
WCP,TSX,12
GIB.A,TSX,9
MRU,TSX,9
LUG,TSX,12
TFII,TSX,12
IGM,TSX,12
ATZ,TSX,3
ARX,TSX,12
TIH,TSX,12
GFL,TSX,12
EDV,TSX,12
ALA,TSX,12
SAP,TSX,3
IVN,TSX,12
KEY,TSX,12
IAG,TSX,12
QBR.A,TSX,12
GIL,TSX,12
HBM,TSX,12
CCL.B,TSX,12
X,TSX,12
CU,TSX,12
FTT,TSX,12
ATRL,TSX,12
IMG,TSX,12
EQX,TSX,12
AG,TSX,12
STN,TSX,12
CAE,TSX,3
CPX,TSX,12
EMP.A,TSX,5
ELD,TSX,12
SOBO,TSX,12
EFN,TSX,12
CS,TSX,12
SCR,TSX,12
DPM,TSX,12
CGG,TSX,12
NXE,TSX,12
CTC.A,TSX,1
BBUC,TSX,12
DSG,TSX,1
U.UN,TSX,12
FSV,TSX,12
OR,TSX,12
DFY,TSX,12
GMIN,TSX,12
ONEX,TSX,12
TFPM,TSX,12
OGC,TSX,12
PSK,TSX,12
ACO.X,TSX,12
SSRM,TSX,12
BTO,TSX,12
GRGD,TSX,1
BB,TSX,2
MDA,TSX,12
WFG,TSX,12
CSH.UN,TSX,12
EIF,TSX,12
CIGI,TSX,12
TVE,TSX,12
REI.UN,TSX,12
AII,TSX,12
AQN,TSX,12
DSV,TSX,12
MX,TSX,12
LNR,TSX,12
DOO,TSX,1
NPI,TSX,12
AC,TSX,12
ELF,TSX,12
MAU,TSX,12
GRT.UN,TSX,12
ATH,TSX,12
KNT,TSX,12
XNDU,TSX,12
NGEX,TSX,12
CAR.UN,TSX,12
EFR,TSX,12
PEY,TSX,12
OLA,TSX,12
TXG,TSX,12
CHP.UN,TSX,12
TA,TSX,12
TPZ,TSX,12
GEI,TSX,12
BTE,TSX,12
FCR.UN,TSX,12
SKE,TSX,12
SES,TSX,12
KXS,TSX,12
AAUC,TSX,12
POU,TSX,12
ARIS,TSX,12
PBH,TSX,12
NG,TSX,11
SJ,TSX,12
SII,TSX,12
CG,TSX,12
CRT.UN,TSX,12
EFX,TSX,12
EQB,TSX,10
SRU.UN,TSX,12
SEA,TSX,12
CURA,TSX,12
IPCO,TSX,12
PPTA,TSX,12
DIR.UN,TSX,12
BYD,TSX,12
ERO,TSX,12
DML,TSX,12
VNP,TSX,12
BLX,TSX,12
MFI,TSX,12
WDO,TSX,12
ATS,TSX,3
HPS.A,TSX,12
FVI,TSX,12
CEU,TSX,12
AYA,TSX,12
RUS,TSX,12
TKO,TSX,12
FIH.U,TSX,12
BDT,TSX,12
EDR,TSX,12
SVM,TSX,3
HWX,TSX,12
CRR.UN,TSX,12
BDGI,TSX,12
ALS,TSX,12
EXE,TSX,12
ARE,TSX,12
BEI.UN,TSX,12
FRU,TSX,12
CCA,TSX,8
HR.UN,TSX,12
SDE,TSX,12
NFI,TSX,12
WTE,TSX,12
SXGC,TSX,5
PXT,TSX,12
NWC,TSX,1
VET,TSX,12
ABRA,TSX,12
WPK,TSX,12
TVK,TSX,9
PMZ.UN,TSX,12
SGD,TSX,12
SIA,TSX,12
USA,TSX,12
MTL,TSX,12
KMP.UN,TSX,12
GTWO,TSX,5
LAC,TSX,12
RUP,TSX,12
BLDP,TSX,12
RCH,TSX,11
SIS,TSX,12
CJ,TSX,12
SLS,TSX,12
KEL,TSX,12
TSU,TSX,12
LAR,TSX,12
MAL,TSX,12
AP.UN,TSX,12
TOY,TSX,12
BIR,TSX,12
ABXX,TSX,12
ASCU,TSX,12
CNL,TSX,12
LSPD,TSX,3
SPB,TSX,12
LB,TSX,10
IIP.UN,TSX,12
LIF,TSX,12
VMET,TSX,12
PD,TSX,12
TNZ,TSX,12
AAV,TSX,12
UNC,TSX,3
LNF,TSX,12
IAU,TSX,12
VZLA,TSX,4
SVI,TSX,12
FDY,TSX,12
AIF,TSX,12
ORE,TSX,12
TCW,TSX,12
MEQ,TSX,9
NDM,TSX,12
CFP,TSX,12
RGSI,TSX,3
LUNR,TSX,12
RIO,TSX,12
LAS.A,TSX,12
HIVE,TSX,3
JWEL,TSX,12
MER,TSX,12
CRON,TSX,12
MDI,TSX,4
GGD,TSX,9
ASM,TSX,12
CF,TSX,3
CYB,TSX,12
ELE,TSX,12
GOOS,TSX,3
NEO,TSX,12
BDI,TSX,12
VITL.UN,TSX,12
DFN,TSX,11
MRC,TSX,12
HSLV,TSX,12
SOIL,TSX,12
EVT,TSX,12
ET,TSX,4
PET,TSX,1
WELL,TSX,12
CJT,TSX,12
VLE,TSX,12
AGTF,TSX,12
LMCU,TSX,12
PMET,TSX,3
OM,TSX,12
AGF.B,TSX,11
III,TSX,12
RFA,TSX,12
MNT,TSX,12
FEC,TSX,12
SFC,TSX,12
PSI,TSX,12
CGI,TSX,12
OBE,TSX,12
NUAG,TSX,6
CAS,TSX,12
AD.UN,TSX,12
MARI,TSX,12
ARA,TSX,12
SGY,TSX,12
CVG,TSX,3
SGR.UN,TSX,12
ATX,TSX,12
MKP,TSX,12
CGY,TSX,9
TLG,TSX,7
DHT.UN,TSX,12
TLO,TSX,12
RAY,TSX,3
ENGH,TSX,10
TMQ,TSX,11
ISC,TSX,12
SEC,TSX,12
TOT,TSX,12
DBM,TSX,12
URE,TSX,12
ALC,TSX,12
MTY,TSX,11
GUD,TSX,12
BK,TSX,11
ISO,TSX,12
VBNK,TSX,10
RSI,TSX,9
APM,TSX,12
MNO,TSX,12
CUP.U,TSX,12
AW,TSX,12
PRL,TSX,12
DRM,TSX,12
FTN,TSX,11
DXT,TSX,12
MATR,TSX,12
DIV,TSX,12
ADEN,TSX,12
BLN,TSX,10
WRN,TSX,12
MRE,TSX,12
LBS,TSX,12
ESI,TSX,12
ITH,TSX,12
LGD,TSX,12
GAU,TSX,12
QRC,TSX,8
CGX,TSX,12
ELVA,TSX,9
DLCG,TSX,12
NOU,TSX,12
IFP,TSX,12
ACT,TSX,5
WJX,TSX,12
APR.UN,TSX,12
URC,TSX,4
MI.UN,TSX,12
DCBO,TSX,12
FFN,TSX,11
GSY,TSX,12
KSI,TSX,12
CFW,TSX,12
CGO,TSX,8
TWC,TSX,12
FF,TSX,12
FVL,TSX,12
CHR,TSX,12
WFC,TSX,1
MRG.UN,TSX,12
BSX,TSX,12
TPX.B,TSX,12
NXR.UN,TSX,12
CPKR,TSX,12
FSZ,TSX,12
AI,TSX,12
FTG,TSX,11
HOM.UN,TSX,12
MRD,TSX,12
CVVY,TSX,12
WEED,TSX,3
EPRX,TSX,12
TAL,TSX,12
KBL,TSX,12
TF,TSX,12
NOA,TSX,12
MHC.UN,TSX,12
CLCH,TSX,12
PHX,TSX,12
DTOL,TSX,1
GO.U,TSX,12
DGS,TSX,12
ACQ,TSX,12
JAG,TSX,12
VOXR,TSX,12
PLZ.UN,TSX,12
ETG,TSX,12
IPO,TSX,12
FLT,TSX,12
KITS,TSX,12
SBC,TSX,12
ANRG,TSX,12
VHI,TSX,12
MRT.UN,TSX,12
FC,TSX,12
PBL,TSX,12
PZA,TSX,12
GASX,TSX,12
CPH,TSX,12
TCL.A,TSX,10
TRX,TSX,8
CSW.A,TSX,6
STCK,TSX,12
ENS,TSX,12
AFN,TSX,12
PRV.UN,TSX,12
HLF,TSX,1
EDT,TSX,12
GBT,TSX,1
TBL,TSX,12
LCFS,TSX,12
JOY,TSX,12
TWM,TSX,12
REAL,TSX,9
CVO,TSX,3
SLVR,TSX,3
URB,TSX,12
RBY,TSX,12
ERD,TSX,12
VLN,TSX,2
BTB.UN,TSX,12
TSND,TSX,12
GRA,TSX,6
DC.A,TSX,12
DR,TSX,12
GLO,TSX,12
VCM,TSX,6
GRID,TSX,12
MPC,TSX,12
STGO,TSX,12
CKI,TSX,12
CMG,TSX,3
D.UN,TSX,12
DRX,TSX,1
TI,TSX,12
XTC,TSX,9
SAU,TSX,12
ACB,TSX,3
GH,TSX,12
FAR,TSX,12
MXG,TSX,12
DNG,TSX,12
PIF,TSX,12
KEI,TSX,12
BGAU,TSX,12
ACX,TSX,12
PRQ,TSX,12
BNKR,TSX,12
AIDX,TSX,12
WILD,TSX,6
ADW.A,TSX,3
TSK,TSX,12
FCD.UN,TSX,12
LUC,TSX,12
PTM,TSX,8
AIM,TSX,12
OLY,TSX,12
WNDR,TSX,12
BNE,TSX,12
RM,TSX,12
ELO,TSX,3
CDR,TSX,12
AGMR,TSX,12
QTRH,TSX,12
STLR,TSX,12
ORV,TSX,9
PNE,TSX,12
DF,TSX,11
DBO,TSX,3
PIC.A,TSX,10
GDV,TSX,12
MGA,TSX,9
XLY,TSX,12
OGI,TSX,9
MTEK,TSX,12
HMM.A,TSX,12
CRRX,TSX,12
NCF,TSX,10
BOIL,TSX,12
XAU,TSX,3
BOS,TSX,12
SHLE,TSX,12
GDC,TSX,12
ECO,TSX,12
GENM,TSX,12
ROOT,TSX,1
MAK.U,TSX,12
MSCL,TSX,12
WM,TSX,12
GCU,TSX,12
LAM,TSX,12
WEF,TSX,12
CRDL,TSX,12
Y,TSX,12
PSD,TSX,12
LOVE,TSX,8
LFE,TSX,11
STC,TSX,6
HAI,TSX,10
AKT.A,TSX,12
BAMI,TSX,8
TINY,TSX,12
DND,TSX,6
IFA,TSX,12
FLNT,TSX,12
YGR,TSX,12
CXI,TSX,10
OCG,TSX,8
XTRA,TSX,7
DRT,TSX,12
HLS,TSX,12
FURY,TSX,12
GEO,TSX,12
RUA,TSX,12
KPT,TSX,12
QEC,TSX,12
MDP,TSX,3
FT,TSX,12
TNT.UN,TSX,12
TELY,TSX,12
HBP,TSX,7
WRG,TSX,12
ALYA,TSX,3
IVQ,TSX,12
RS,TSX,12
GURU,TSX,10
CCM,TSX,12
GMX,TSX,12
E,TSX,12
LCS,TSX,12
TRZ,TSX,10
LGO,TSX,12
IS,TSX,12
GDL,TSX,11
NANO,TSX,12
DCM,TSX,12
PNC.B,TSX,8
CWEB,TSX,12
SYZ,TSX,12
NEXT,TSX,6
SXP,TSX,12
PNP,TSX,12
S,TSX,12
AIAI,TSX,9
FSY,TSX,12
THNC,TSX,12
ESM,TSX,12
RTG,TSX,12
CEMX,TSX,12
IMP,TSX,12
DYA,TSX,12
ELR,TSX,12
NVDA,US,1
GOOGL,US,12
AAPL,US,9
MSFT,US,6
AMZN,US,12
AVGO,US,11
TSLA,US,12
META,US,12
MU,US,8
BRK.A,US,12
LLY,US,12
WMT,US,1
AMD,US,12
JPM,US,12
ORCL,US,5
V,US,9
XOM,US,12
INTC,US,12
JNJ,US,12
CSCO,US,7
MA,US,12
COST,US,8
CAT,US,12
LRCX,US,6
ABBV,US,12
ARM,US,3
PLTR,US,12
BAC,US,12
NFLX,US,12
CVX,US,12
AMAT,US,10
UNH,US,12
KO,US,12
GE,US,12
PG,US,6
MS,US,12
HD,US,2
GS,US,12
MRK,US,12
BABA,US,3
IBM,US,12
TXN,US,12
PM,US,12
DELL,US,1
QCOM,US,9
GEV,US,12
KLAC,US,6
SNDK,US,6
RTX,US,12
WFC,US,12
LIN,US,12
PANW,US,7
AXP,US,12
C,US,12
APP,US,12
TMUS,US,12
ADI,US,11
ANET,US,12
VZ,US,12
STX,US,6
MCD,US,12
PEP,US,12
CRWD,US,1
WDC,US,6
TMO,US,12
APH,US,12
BA,US,12
AMGN,US,12
NEE,US,12
MRVL,US,1
DIS,US,9
T,US,12
TJX,US,1
GILD,US,12
BLK,US,12
SCCO,US,12
CRM,US,1
UNP,US,12
GLW,US,12
ETN,US,12
SHOP,US,12
SCHW,US,12
GLD,US,12
HON,US,12
ISRG,US,12
PFE,US,12
ABT,US,12
DE,US,11
WELL,US,12
UBER,US,12
COP,US,12
PLD,US,12
BKNG,US,12
DHR,US,12
NOW,US,12
SPGI,US,12
LMT,US,12
VRT,US,12
CB,US,12
LOW,US,1
PDD,US,12
NEM,US,12
SYK,US,12
COF,US,12
BMY,US,12
MO,US,12
CVS,US,12
ACN,US,8
VRTX,US,12
SBUX,US,9
PGR,US,12
PWR,US,12
PH,US,6
EQIX,US,12
ADBE,US,11
CEG,US,12
SO,US,12
CDNS,US,12
HWM,US,12
SPOT,US,12
FTNT,US,12
TT,US,12
CME,US,12
MAR,US,12
FDX,US,5
BNY,US,12
DUK,US,12
NFTN,US,10
MDT,US,4
FCX,US,12
GD,US,12
BX,US,12
AEM,US,12
SNPS,US,10
UPS,US,12
INTU,US,7
MCK,US,3
CMI,US,12
CMCSA,US,12
PNC,US,12
ADP,US,6
SNOW,US,1
DDOG,US,12
WMB,US,12
AMT,US,12
MNST,US,12
KKR,US,12
MELI,US,12
NET,US,12
ELV,US,12
USB,US,12
HOOD,US,12
WM,US,12
CSX,US,12
HCA,US,12
ICE,US,12
RKLB,US,12
CIEN,US,11
JCI,US,9
SLB,US,12
NXPI,US,12
BE,US,12
EMR,US,9
NOC,US,12
MMM,US,12
EPD,US,12
MCO,US,12
ABNB,US,12
MDLZ,US,12
MRSH,US,12
MPWR,US,12
RCL,US,12
GM,US,12
ROST,US,1
HLT,US,12
SHW,US,12
APO,US,12
CI,US,12
VLO,US,12
CRH,US,12
MPC,US,12
CL,US,12
ECL,US,12
ORLY,US,12
BSX,US,12
ITW,US,12
EOG,US,12
COHR,US,6
PSX,US,12
TDG,US,9
IAU,US,12
F,US,12
DASH,US,12
KMI,US,12
AEP,US,12
CTAS,US,5
NSC,US,12
NKE,US,5
WBD,US,12
AON,US,12
MSI,US,12
DLR,US,12
LITE,US,6
SPG,US,12
ET,US,12
FIX,US,12
NU,US,12
BKR,US,12
REGN,US,12
URI,US,12
TEL,US,9
TRV,US,12
APD,US,9
RSG,US,12
TFC,US,12
CRWV,US,12
NBIS,US,12
D,US,12
ALAB,US,12
LHX,US,1
TER,US,12
GWW,US,12
SRE,US,12
PCAR,US,12
KEYS,US,10
TGT,US,1
AFL,US,12
O,US,12
HPE,US,10
NUE,US,12
OXY,US,12
MSTR,US,12
MPLX,US,12
SE,US,12
FLEX,US,3
TRGP,US,12
VST,US,12
DAL,US,12
FANG,US,12
PSA,US,12
MET,US,12
ALL,US,12
CARR,US,12
OKE,US,12
COR,US,9
CTVA,US,12
NDAQ,US,12
CVNA,US,12
CBRS,US,12
AME,US,12
AJG,US,12
DVN,US,12
MCHP,US,3
FAST,US,12
EA,US,3
ROK,US,9
ETR,US,12
COIN,US,12
EW,US,12
XEL,US,12
AU,US,12
ADSK,US,1
EBAY,US,12
AZO,US,8
ON,US,12
LNG,US,12
ODFL,US,12
EXC,US,12
CAH,US,6
BIDU,US,12
MSCI,US,12
AFIP.A,US,12
FITB,US,12
GRMN,US,12
XYZ,US,12
IDXX,US,12
WAB,US,12
GFS,US,12
FERG,US,12
CRDO,US,5
STT,US,12
DHI,US,9
TTWO,US,3
HEI,US,10
TEVA,US,12
VIK,US,12
RKT,US,12
VTR,US,12
CMG,US,12
KDP,US,12
YUM,US,12
FNMA,US,12
BDX,US,9
ALNY,US,12
PHYM.F,US,12
AMP,US,12
CCI,US,12
TQQQ,US,12
PYPL,US,12
HSY,US,12
AIG,US,12
PEG,US,12
LYV,US,12
JD,US,12
ED,US,12
CCL,US,11
IBKR,US,12
JBL,US,8
ADM,US,12
A,US,10
IRM,US,12
KR,US,1
WCN,US,12
WAT,US,12
STLD,US,12
SATS,US,12
UAL,US,12
SLV,US,12
EME,US,12
VMC,US,12
HUM,US,12
CBRE,US,12
SYY,US,6
WEC,US,12
AXON,US,12
WDAY,US,1
PCG,US,12
UI,US,6
PRU,US,12
MLM,US,12
CBOE,US,12
HIG,US,12
PAYX,US,8
NTAP,US,4
EQT,US,12
RDDT,US,12
ASTS,US,12
RBLX,US,12
LVS,US,12
RVMD,US,12
KVUE,US,12
HBAN,US,12
FSLR,US,12
ROP,US,12
Q,US,12
ZTS,US,12
HAL,US,12
KMB,US,12
EL,US,6
SUNB,US,4
ONC,US,12
NTRA,US,12
MTB,US,12
ACGL,US,12
GLDM,US,12
MDLN,US,12
VICI,US,12
NTRS,US,12
EXR,US,12
IQV,US,12
CPRT,US,7
FISV,US,12
VG,US,12
AEE,US,12
TCOM,US,12
CPNG,US,12
ZM,US,1
DTE,US,12
MTZ,US,12
CNC,US,12
TPR,US,6
FICO,US,9
ARES,US,12
BIIB,US,12
TWLO,US,12
TSEM,US,12
TDY,US,12
CQP,US,12
KHC,US,12
DOV,US,12
DXCM,US,12
VEEV,US,1
GEHC,US,12
CASY,US,4
NRG,US,12
ATO,US,9
CRCL,US,12
IR,US,12
RJF,US,9
MTSI,US,10
SMCI,US,6
CNP,US,12
RMD,US,6
CW,US,12
TEAM,US,6
FTI,US,12
BAP,US,12
OTIS,US,12
TPL,US,12
EXPE,US,12
NVT,US,12
MDB,US,1
EIX,US,12
IONQ,US,12
FE,US,12
FTAI,US,12
PPL,US,12
CTSH,US,12
STRL,US,12
P,US,2
CFG,US,12
JBHT,US,12
XYL,US,12
VRSN,US,12
QSR,US,12
AVB,US,12
ES,US,12
FOXA,US,6
PPG,US,12
XPO,US,12
HUBB,US,12
WRB,US,12
HPQ,US,10
RPRX,US,12
AFRM,US,6
ILMN,US,12
SQM,US,12
EQR,US,12
DG,US,1
CINF,US,12
DOW,US,12
BNTX,US,12
AWK,US,12
SYF,US,12
WSM,US,2
BG,US,12
ATI,US,12
STZ,US,2
RF,US,12
MTD,US,12
CPAY,US,12
UTHR,US,12
WTW,US,12
NXT,US,3
FN,US,6
SOFI,US,12
DRI,US,5
CRS,US,6
INSM,US,12
KEY,US,12
VRSK,US,12
ROL,US,12
WST,US,12
MKL,US,12
IREN,US,6
FCNC.A,US,12
CHD,US,12
KOF,US,12
ZS,US,7
FWON.K,US,12
PHM,US,12
CMS,US,12
TROW,US,12
PFG,US,12
DLTR,US,1
EXE,US,12
FIS,US,12
ULTA,US,1
NI,US,12
LEN,US,11
AER,US,12
MKSI,US,12
LPLA,US,12
MAIR,US,12
AKAM,US,12
RL,US,3
FFIV,US,9
DGX,US,12
ROIV,US,3
SW,US,12
SBAC,US,12
LYB,US,12
TSN,US,9
OKTA,US,1
TW,US,12
LH,US,12
L,US,12
ENTG,US,12
CHRW,US,12
SNX,US,11
LUV,US,12
RIVN,US,12
WWD,US,9
ALB,US,12
STE,US,3
OMC,US,12
AS,US,12
EXPD,US,12
GPN,US,12
AA,US,12
FMCC,US,12
IOT,US,1
DKS,US,1
VLTO,US,12
LSCC,US,1
BURL,US,1
ULS,US,12
CDE,US,12
RBA,US,12
EFX,US,12
DD,US,12
RS,US,12
IFF,US,12
PKG,US,12
INCY,US,12
SNA,US,1
ROKU,US,12
BEKE,US,12
FDXF.WI,US,12
BRO,US,12
RGLD,US,12
VTRS,US,12
EVRG,US,12
SITM,US,12
MRNA,US,12
LNT,US,12
ARXS,US,12
WBHC,US,12
PL,US,1
GIS,US,5
RBC,US,3
TTMI,US,12
USFD,US,12
BWXT,US,12
AMCR,US,6
BIP,US,12
FTV,US,12
BR,US,6
APG,US,12
IP,US,12
CHTR,US,12
WY,US,12
WCC,US,12
TLN,US,12
ESS,US,12
LII,US,12
ITT,US,12
INVH,US,12
CF,US,12
SN,US,12
AMKR,US,12
GH,US,12
KSPI,US,12
H,US,12
ZTO,US,12
WES,US,12
FLUT,US,12
EWBC,US,12
WPC,US,12
TSCO,US,12
NVR,US,12
WMG,US,9
BBY,US,1
PHYS,US,12
GNRC,US,12
CG,US,12
DOCN,US,12
SSNC,US,12
KIM,US,12
RBRK,US,1
BEN,US,9
PR,US,12
LDOS,US,1
CDW,US,12
PTC,US,9
NLY,US,12
NDSN,US,10
NVMI,US,12
TXT,US,1
ZBH,US,12
NBIX,US,12
PS,US,12
PAA,US,12
DIDI.Y,US,12
DECK,US,3
OVV,US,12
HST,US,12
RMBS,US,12
XPEV,US,12
IEX,US,12
GEN,US,4
LAMR,US,12
PFGC,US,6
TKO,US,12
PSLV,US,12
DY,US,1
LI,US,12
VICR,US,12
SUI,US,12
BNT,US,12
WSO,US,12
THC,US,12
TOST,US,12
MAA,US,12
LULU,US,2
NWSA,US,6
SGI,US,12
CLH,US,12
JAZZ,US,12
BWA,US,12
MOD,US,3
PNFP,US,12
FUTU,US,12
BALL,US,12
TME,US,12
GRAB,US,12
YUMC,US,12
QLD,US,12
AUR,US,12
APTV,US,12
DTM,US,12
TIGO,US,12
MLI,US,12
SMTC,US,1
LECO,US,12
J,US,9
REG,US,12
